OBJECTID;planid;name;datum;scanurl;kategorie;katart;klassifins;Bezeichnun;URL2;X_ETRS89;Y_ETRS89;kurzbe
1;DE_05911000_A395;An der Jahrhunderthalle;1996-08-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A395.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A395.jpg;374905;5704937;Dampfgebläsehalle, Wasserhochbehaelter, Laufkran
2;DE_05911000_A563;Alleestr. 146;2003-07-21;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A563.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A563.jpg;374685;5704528;Zentrallager, Mewes-Halle
3;DE_05911000_A354;Am Bergbaumuseum 28;1995-08-18;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A354.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A354.jpg;376166;5705702;Deutsches Bergbaumuseum
4;DE_05911000_A457;Blankenstreiner Str.;1998-04-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A457.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A457.jpg;374343;5698869;RADOM
5;DE_05911000_A599;Castroper Str. 67;2005-05-11;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A599.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A599.jpg;376952;5705300;Planetarium
6;DE_05911000_A001;Dr.-C.-Otto-Str. 191;1984-01-17;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A001.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A001.jpg;369762;5699632;Eisenbahnmuseum Teil I
7;DE_05911000_A190;Dr.-C.-Otto-Str. 191 N;1991-02-26;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A190.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A190.jpg;369612;5699632;Eisenbahnmuseum Teil II
8;DE_05911000_A346;Eichenweg 33;1995-07-18;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A346.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A346.jpg;377213;5700784;Maschinenhaus
9;DE_05911000_A051;Emil-Weitz-Str.;1989-04-17;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A051.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A051.jpg;370034;5705298;Zeche Holland-Förderturm
10;DE_05911000_A454;Gußstahlstr.;1998-03-18;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A454.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A454.jpg;375120;5705166;Halle
11;DE_05911000_A039;Hannoverstr. -;1989-04-17;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A039.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A039.jpg;372645;5707562;Zeche Hannover
12;DE_05911000_A036;Hattinger Str. 467;1989-04-17;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A036.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A036.jpg;374364;5700548;Wasserhochbehaelter
13;DE_05911000_A462;Geoergstr. 9;1998-06-24;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A462.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A462.jpg;373744;5706237;Foerderturm Zeche Carolinenglueck
14;DE_05911000_A330;Lothringer Str. 38;1995-02-09;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A330.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A330.jpg;380857;5708954;Maschinenhaus Zeche Lothringen
15;DE_05911000_A051;Lyrenstr. 13;1989-04-17;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A051.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A051.jpg;370098;5705313;Zeche Holland
16;DE_05911000_A004;Markstr. 258 a;1987-07-07;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A004.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A004.jpg;377386;5701234;Malakoff-Turm
17;DE_05911000_A383;Polterberg 10;1996-05-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A383.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A383.jpg;372253;5699855;ehem. Maschinenhaus Zeche Hasenwinkel
18;DE_05911000_A154;Von-Waldthausen-Str. 79 N;1990-08-31;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A154.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A154.jpg;381935;5705336;Foerderturm Zeche Robert Mueser
19;DE_05911000_A182;Somborner Str.;1990-12-28;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A182.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A182.jpg;384857;5705722;Koksofenfundamente
20;DE_05911000_A476;Brockhauser Str. 126;1999-01-29;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A476.pdf;DSchG NRW;1000;3000;Technik;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A476.jpg;376721;5697821;Stollenmundloch und Betriebsgebaeude
21;DE_05911000_B001;Brockhauser Str. 72;1998-02-11;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/B001.pdf;DSchG NRW;4000;2000;Bodendenkmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/B001.jpg;377271;5697606;Dorfkirche Stiepel und Kirchhof
22;DE_05911000_B002;Im Lottental;2004-05-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/B002.pdf;DSchG NRW;4000;2000;Bodendenkmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/B002.jpg;379885;5700222;Steinbruch Klosterbusch
23;DE_05911000_B003;Schloßstr.;2008-10-24;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/B003.pdf;DSchG NRW;4000;2000;Bodendenkmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/B003.jpg;374202;5701146;ehemaliger Adelssitz Weitmar
24;DE_05911000_B004;An der Alten Faehre;2013-02-20;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/B004.pdf;DSchG NRW;4000;2000;Bodendenkmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/B004.jpg;377371;5697223;Geländeschnitt um einen ehealigen Steinbruch am Ruhrufer in Bochum
25;DE_05911000_A263;Bussmanns Weg;1992-06-30;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A263.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A263.jpg;370860;5704449;Ehrenmal
26;DE_05911000_A344;Dannenbaumstr. 28 N1;1995-06-26;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A344.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A344.jpg;379160;5703652;Grabanlage für die Gefallenen des Kapp-Putsch 1920
27;DE_05911000_A597;Dannenbaumstr. 28 N2;2005-05-10;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A597.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A597.jpg;379176;5703609;Kriegerehrenmal Laer 1914/1918
28;DE_05911000_A287;Dietrich-Benking-Str.;1993-09-01;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A287.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A287.jpg;379213;5708519;Ehrenmal für die Gefallenen der Kriege 1870/71 und 1864
29;DE_05911000_A609;Dorstener Str.;2005-05-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A609.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A609.jpg;374306;5706453;für Adalbert Graf von der Recke Volmerstein
30;DE_05911000_A288;Harpener Str.;1993-09-01;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A288.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A288.jpg;378000;5705155;Grabehrenanlage für die Gefallenen des 1. Weltkrieges und die Opfer der Weimarer Republik
31;DE_05911000_A289;Harpener Str.;1993-09-01;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A289.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A289.jpg;377637;5704975;Ehrenmal für die Toten der Schlagwetterexplosion auf der Zeche Prinz von Preussen
32;DE_05911000_A074;Hauptstr. 229 N;1989-08-10;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A074.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A074.jpg;383583;5703308;Ehrenmal für die Toten der Schlagwetterexplosion auf der Zeche Neu-Iserlohn
33;DE_05911000_A271;Herner Str. 43 N;1992-09-10;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A271.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A271.jpg;375972;5705632;Dr.-Hugo-Schulz
34;DE_05911000_A522;Herner Str. / Vierhausstr.;2001-03-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A522.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A522.jpg;375942;5707058;Kriegerehrenmal für die Gefallenen der Zeche Constantin
35;DE_05911000_A598;Holzstr. 72 N;2005-05-10;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A598.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A598.jpg;372829;5701662;Kriegerehrenmal 1870 / 1871
36;DE_05911000_A345;Im Kerkdahl 6 N;1995-06-26;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A345.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A345.jpg;383057;5705533;Grabanlage für die Gefallenen des Kapp-Putsch 1920
37;DE_05911000_A414;Im Steinhof 5 N;1997-01-15;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A414.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A414.jpg;369692;5704070;Hochkreuz
38;DE_05911000_A058;Immanuel-Kant-Str. 52 N;1989-06-06;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A058.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A058_Niobe.jpg;378480;5704302;Niobe
39;DE_05911000_A612;Kirchharpener Str. 73 N;2005-06-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A612.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A612.jpg;381170;5708291;Schlagwetterexplosion auf der Zeche Lothringen 191
40;DE_05911000_A581;Parkallee;2004-11-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A581.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A581.jpg;371161;5706730;Kriegerehrenmal für die Gefallenen der Gemeinde Guennigfeld 1914 / 1918
41;DE_05911000_A611;Schattbachstr.;2005-06-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A611.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A611.jpg;380140;5701653;Kriegerehrenmal 1866, 1870/1871, 1914/1918
42;DE_05911000_A618;Unterstr.;2006-02-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A618.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A618.jpg;382919;5703650;Kriegerehrenmal  1914/1918, 1939/1945
43;DE_05911000_A397;Von-der-Recke-Str. 53;1996-09-05;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A397.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A397.jpg;374164;5705950;Kriegerehrenmal 1866, 1870/1871
44;DE_05911000_A535;Waldring 71 N;2002-01-10 ;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A535.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A535.jpg;376380;5702911;bruellender Löwe
45;DE_05911000_A613;Wanner Str. 20 N;2005-06-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A613.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A613.jpg;374876;5706423;Ehrenmal Zeche Vereinigte Praesident 1936
46;DE_05911000_A584;Wilkenkamp 6 N;2004-11-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A584.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A584.jpg;370586;5702594;Kriegerehrenmal
47;DE_05911000_A342;Wittener Str. -;1995-06-06;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A342.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A342.jpg;376903;5704569;Grab Kortum
48;DE_05911000_A607;Harpener Str. 1;2005-05-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A607.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A607.jpg;377552;5704980;Ehrenmal für die Toten der Schlagwetterexplosion auf der Zeche Constantin 1
49;DE_05911000_A608;Dr.-C.-Otto-Str.;2005-05-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A608.pdf;DSchG NRW;1000;3000;Ehrenmal;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A608.jpg;370827;5698995;Kriegerehrenmal 1914 / 1918
50;DE_05911000_A645;Auf dem Rueggen;2009-02-10;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A645.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A645.jpg;381504;5702909;Alter Uemminger Friedhof
51;DE_05911000_A510;Bochumer Str. 11 N;2000-01-27;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A510.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A510.jpg;371601;5704787;Juedischer Friedhof und Gedenkstaette
52;DE_05911000_A166;Brockhauser Str.;1990-10-26;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A166.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A166.jpg;377253;5697627;Grab Brockhaus
53;DE_05911000_A158;Harpener Str.;1990-09-20;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A158.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A158.jpg;377561;5705216;Grab Schmidt Blumenfriedhof
54;DE_05911000_A585;Heinrich-Koenig-Str. 125;2004-12-07;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A585.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A585.jpg;374386;5700398;Trauerhalle
55;DE_05911000_A582;Holzstr. 78;2004-11-23;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A582.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A582.jpg;372811;5701618;Trauerhalle
56;DE_05911000_A636;Im Berge 26;2008-02-28;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A636.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A636.jpg;370824;5699600;Trauerhalle
57;DE_05911000_A637;Im Kerkdahl 6 N;2008-02-28;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A637.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A637.jpg;383019;5705470;Trauerhalle
58;DE_05911000_A058;Immanuel-Kant-Str. 52 N;1997-06-12;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A058.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A058_Friedhof.jpg;378505;5704194;Friedhof, Hauptfriedhof, Orgel
59;DE_05911000_A485;Koenigsallee 48 N;1999-05-31;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A485.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A485.jpg;376196;5703497;Grabsteine der Familie von Schell
60;DE_05911000_A382;Lindener Str.;1996-05-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A382.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A382.jpg;372430;5698731;Grab Dr. C. Otto
61;DE_05911000_A529;Wasserstr. / Wiemelhauser Str.;2001-06-22;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A529.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A529.jpg;376778;5702834;Juedischer Friedhof
62;DE_05911000_A126;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A126.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A126.jpg;377100;5704631;Grab Gmonds
63;DE_05911000_A127;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A127.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A127.jpg;377095;5704630;Grab Woelting
64;DE_05911000_A128;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A128.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A128.jpg;377172;5704683;Grab Fluegel
65;DE_05911000_A129;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A129.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A129.jpg;377114;5704674;Grab Hengstenberg
66;DE_05911000_A130;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A130.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A130.jpg;377149;5704686;Grab Mayer
67;DE_05911000_A131;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A131.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A131.jpg;377038;5704708;Grab von den Bercken
68;DE_05911000_A132;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A132.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A132.jpg;377042;5704728;Grab Volhart I
69;DE_05911000_A133;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A133.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A133.jpg;377037;5704723;Grab Volhart II
70;DE_05911000_A134;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A134.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A134.jpg;377037;5704726;Grab Surmann
71;DE_05911000_A135;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A135.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A135.jpg;377045;5704720;Grab Koerk
72;DE_05911000_A136;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A136.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A136.jpg;377039;5704729;Grab Kalthenner
73;DE_05911000_A137;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A137.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A137.jpg;377031;5704721;Grab Honigmann-Ballot
74;DE_05911000_A138;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A138.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A138.jpg;377033;5704718;Grab Bruch
75;DE_05911000_A139;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A139.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A139.jpg;377042;5704716;Grab Bock
76;DE_05911000_A140;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A140.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A140.jpg;377049;5704722;Grab Berckenau
77;DE_05911000_A141;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A141.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A141.jpg;377211;5704607;Grab Huelsberg
78;DE_05911000_A142;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A142.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A142.jpg;376972;5704608;Grab Vieting
79;DE_05911000_A143;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A143.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A143.jpg;376924;5704605;Grab Reinhard
80;DE_05911000_A144;Wittener Str. -;1990-04-25;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A144.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A144.jpg;377028;5704656;Grab Cremer
81;DE_05911000_A192;Wittener Str. -;1991-03-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A192.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A192.jpg;377030;5704714;Grab S. Spennemann
82;DE_05911000_A193;Wittener Str. -;1991-03-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A193.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A193.jpg;377034;5704723;Grab Scholz
83;DE_05911000_A194;Wittener Str. -;1991-03-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A194.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A194.jpg;377035;5704721;Grab Mathilda Spennemann
84;DE_05911000_A195;Wittener Str. -;1991-03-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A195.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A195.jpg;377030;5704718;Grab J. Schlufius
85;DE_05911000_A196;Wittener Str. -;1991-03-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A196.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A196.jpg;377040;5704725;Grab G. Bercken
86;DE_05911000_A197;Wittener Str. -;1991-03-13;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Begruendung/A197.pdf;DSchG NRW;1000;3000;Friedhof;http://geodatenportal.bochum.de/bogeo/web/61/Denkmalliste/Foto/A197.jpg;377039;5704732;Grab ---
